Line,Direction,Station from,Station to,Distance (Kms),Un-impeded Running Time (Mins),AM peak (0700-1000) Running Time (Mins),Inter peak (1000 - 1600) Running time (mins),from_naptan_code,to_naptan_code
Bakerloo ,Southbound,HARROW & WEALDSTONE,KENTON,1.74,2.23,2.5,2.5,940GZZLUHAW,940GZZLUKEN
Bakerloo ,Southbound,KENTON,SOUTH KENTON,1.4,1.88,2.0,2.0,940GZZLUKEN,940GZZLUSKT
Bakerloo ,Southbound,SOUTH KENTON,NORTH WEMBLEY,0.9,1.5,1.5,1.5,940GZZLUSKT,940GZZLUNWY
Bakerloo ,Southbound,NORTH WEMBLEY,WEMBLEY CENTRAL,1.27,1.92,2.06,2.06,940GZZLUNWY,940GZZLUWYC
Bakerloo ,Southbound,WEMBLEY CENTRAL,STONEBRIDGE PARK,1.71,2.23,3.13,3.13,940GZZLUWYC,940GZZLUSGP
Bakerloo ,Southbound,STONEBRIDGE PARK,HARLESDEN,1.53,2.13,2.4,2.4,940GZZLUSGP,940GZZLUHSN
Bakerloo ,Southbound,HARLESDEN,WILLESDEN JUNCTION,1.05,1.65,2.23,2.23,940GZZLUHSN,940GZZLUWJN
Bakerloo ,Southbound,WILLESDEN JUNCTION,KENSAL GREEN,1.5,2.47,2.5,2.5,940GZZLUWJN,940GZZLUKSL
Bakerloo ,Southbound,KENSAL GREEN,QUEENS PARK,1.32,2.65,4.72,4.72,940GZZLUKSL,
Bakerloo ,Southbound,QUEENS PARK,KILBURN PARK,0.79,1.42,1.5,1.5,,940GZZLUKPK
Bakerloo ,Southbound,KILBURN PARK,MAIDA VALE,0.88,1.48,2.0,2.0,940GZZLUKPK,940GZZLUMVL
Bakerloo ,Southbound,MAIDA VALE,WARWICK AVENUE,0.79,1.5,1.5,1.5,940GZZLUMVL,940GZZLUWKA
Bakerloo ,Southbound,WARWICK AVENUE,PADDINGTON,0.88,1.58,2.0,2.0,940GZZLUWKA,940GZZLUPAC
Bakerloo ,Southbound,PADDINGTON,EDGWARE ROAD,0.72,1.57,1.5,1.5,940GZZLUPAC,
Bakerloo ,Southbound,EDGWARE ROAD,MARYLEBONE,0.45,1.12,1.5,1.5,,940GZZLUMYB
Bakerloo ,Southbound,MARYLEBONE,BAKER STREET,0.5,1.17,1.5,1.5,940GZZLUMYB,940GZZLUBST
Bakerloo ,Southbound,BAKER STREET,REGENTS PARK,0.88,1.68,2.0,2.0,940GZZLUBST,
Bakerloo ,Southbound,REGENTS PARK,OXFORD CIRCUS,0.87,1.85,2.0,2.0,,940GZZLUOXC
Bakerloo ,Southbound,OXFORD CIRCUS,PICCADILLY CIRCUS,0.97,1.95,2.48,2.48,940GZZLUOXC,940GZZLUPCC
Bakerloo ,Southbound,PICCADILLY CIRCUS,CHARING CROSS,0.55,1.35,1.5,1.5,940GZZLUPCC,940GZZLUCHX
Bakerloo ,Southbound,CHARING CROSS,EMBANKMENT,0.37,0.95,1.5,1.5,940GZZLUCHX,940GZZLUEMB
Bakerloo ,Southbound,EMBANKMENT,WATERLOO,0.71,1.43,1.5,1.5,940GZZLUEMB,940GZZLUWLO
Bakerloo ,Southbound,WATERLOO,LAMBETH NORTH,0.63,1.45,2.0,2.0,940GZZLUWLO,940GZZLULBN
Bakerloo ,Southbound,LAMBETH NORTH,ELEPHANT & CASTLE,0.82,2.57,2.5,2.5,940GZZLULBN,940GZZLUEAC
Bakerloo ,Northbound,ELEPHANT & CASTLE,LAMBETH NORTH,0.82,2.13,2.0,2.0,940GZZLUEAC,940GZZLULBN
Bakerloo ,Northbound,LAMBETH NORTH,WATERLOO,0.63,1.45,2.06,2.06,940GZZLULBN,940GZZLUWLO
Bakerloo ,Northbound,WATERLOO,EMBANKMENT,0.71,1.22,1.5,1.5,940GZZLUWLO,940GZZLUEMB
Bakerloo ,Northbound,EMBANKMENT,CHARING CROSS,0.37,0.97,1.0,1.0,940GZZLUEMB,940GZZLUCHX
Bakerloo ,Northbound,CHARING CROSS,PICCADILLY CIRCUS,0.55,1.6,2.0,2.0,940GZZLUCHX,940GZZLUPCC
Bakerloo ,Northbound,PICCADILLY CIRCUS,OXFORD CIRCUS,0.97,2.02,2.19,2.19,940GZZLUPCC,940GZZLUOXC
Bakerloo ,Northbound,OXFORD CIRCUS,REGENTS PARK,0.87,1.72,2.0,2.0,940GZZLUOXC,
Bakerloo ,Northbound,REGENTS PARK,BAKER STREET,0.88,1.65,2.0,2.0,,940GZZLUBST
Bakerloo ,Northbound,BAKER STREET,MARYLEBONE,0.5,1.08,1.5,1.5,940GZZLUBST,940GZZLUMYB
Bakerloo ,Northbound,MARYLEBONE,EDGWARE ROAD,0.45,1.08,1.0,1.0,940GZZLUMYB,
Bakerloo ,Northbound,EDGWARE ROAD,PADDINGTON,0.72,1.62,2.0,2.0,,940GZZLUPAC
Bakerloo ,Northbound,PADDINGTON,WARWICK AVENUE,0.88,1.63,2.0,2.0,940GZZLUPAC,940GZZLUWKA
Bakerloo ,Northbound,WARWICK AVENUE,MAIDA VALE,0.79,1.5,1.5,1.5,940GZZLUWKA,940GZZLUMVL
Bakerloo ,Northbound,MAIDA VALE,KILBURN PARK,0.88,1.48,1.5,1.5,940GZZLUMVL,940GZZLUKPK
Bakerloo ,Northbound,KILBURN PARK,QUEENS PARK,0.79,2.1,2.89,2.89,940GZZLUKPK,
Bakerloo ,Northbound,QUEENS PARK,KENSAL GREEN,1.32,2.83,2.72,2.72,,940GZZLUKSL
Bakerloo ,Northbound,KENSAL GREEN,WILLESDEN JUNCTION,1.5,2.53,3.15,3.15,940GZZLUKSL,940GZZLUWJN
Bakerloo ,Northbound,WILLESDEN JUNCTION,HARLESDEN,1.05,1.63,2.0,2.0,940GZZLUWJN,940GZZLUHSN
Bakerloo ,Northbound,HARLESDEN,STONEBRIDGE PARK,1.53,2.02,2.53,2.53,940GZZLUHSN,940GZZLUSGP
Bakerloo ,Northbound,STONEBRIDGE PARK,WEMBLEY CENTRAL,1.71,2.42,3.17,3.17,940GZZLUSGP,940GZZLUWYC
Bakerloo ,Northbound,WEMBLEY CENTRAL,NORTH WEMBLEY,1.27,1.95,2.0,2.0,940GZZLUWYC,940GZZLUNWY
Bakerloo ,Northbound,NORTH WEMBLEY,SOUTH KENTON,0.9,1.58,1.5,1.5,940GZZLUNWY,940GZZLUSKT
Bakerloo ,Northbound,SOUTH KENTON,KENTON,1.4,2.0,2.0,2.0,940GZZLUSKT,940GZZLUKEN
Bakerloo ,Northbound,KENTON,HARROW & WEALDSTONE,1.74,2.38,3.0,3.0,940GZZLUKEN,940GZZLUHAW
Central ,Eastbound,WEST RUISLIP,RUISLIP GARDENS,2.04,2.28,2.57,2.5,940GZZLUWRP,940GZZLURSG
Central ,Eastbound,RUISLIP GARDENS,SOUTH RUISLIP,0.86,1.3,1.5,1.5,940GZZLURSG,940GZZLUSRP
Central ,Eastbound,SOUTH RUISLIP,NORTHOLT,2.28,2.23,2.58,2.5,940GZZLUSRP,940GZZLUNHT
Central ,Eastbound,NORTHOLT,GREENFORD,1.78,1.93,2.0,2.0,940GZZLUNHT,940GZZLUGFD
Central ,Eastbound,GREENFORD,PERIVALE,1.69,1.85,2.33,2.25,940GZZLUGFD,940GZZLUPVL
Central ,Eastbound,PERIVALE,HANGER LANE,2.1,2.1,2.25,2.26,940GZZLUPVL,940GZZLUHGR
Central ,Eastbound,HANGER LANE,NORTH ACTON,2.49,2.85,3.44,3.48,940GZZLUHGR,940GZZLUNAN
Central ,Eastbound,EALING BROADWAY,WEST ACTON,1.53,2.28,2.25,2.25,940GZZLUEBY,940GZZLUWTA
Central ,Eastbound,WEST ACTON,NORTH ACTON,1.77,2.3,2.86,3.26,940GZZLUWTA,940GZZLUNAN
Central ,Eastbound,NORTH ACTON,EAST ACTON,1.11,1.5,1.75,1.75,940GZZLUNAN,940GZZLUEAN
Central ,Eastbound,EAST ACTON,WHITE CITY,2.06,2.57,3.28,3.71,940GZZLUEAN,940GZZLUWCY
Central ,Eastbound,WHITE CITY,SHEPHERDS BUSH,1.16,2.68,2.75,2.75,940GZZLUWCY,
Central ,Eastbound,SHEPHERDS BUSH,HOLLAND PARK,0.87,1.37,1.75,1.75,,940GZZLUHPK
Central ,Eastbound,HOLLAND PARK,NOTTING HILL GATE,0.61,1.08,1.5,1.5,940GZZLUHPK,940GZZLUNHG
Central ,Eastbound,NOTTING HILL GATE,QUEENSWAY,0.69,1.17,1.5,1.5,940GZZLUNHG,940GZZLUQWY
Central ,Eastbound,QUEENSWAY,LANCASTER GATE,0.9,1.35,1.5,1.5,940GZZLUQWY,940GZZLULGT
Central ,Eastbound,LANCASTER GATE,MARBLE ARCH,1.2,1.92,2.71,2.5,940GZZLULGT,940GZZLUMBA
Central ,Eastbound,MARBLE ARCH,BOND STREET,0.55,1.0,1.25,1.25,940GZZLUMBA,940GZZLUBND
Central ,Eastbound,BOND STREET,OXFORD CIRCUS,0.66,1.1,1.5,1.5,940GZZLUBND,940GZZLUOXC
Central ,Eastbound,OXFORD CIRCUS,TOTTENHAM COURT ROAD,0.58,0.98,1.5,1.5,940GZZLUOXC,940GZZLUTCR
Central ,Eastbound,TOTTENHAM COURT ROAD,HOLBORN,0.88,1.63,2.21,2.01,940GZZLUTCR,940GZZLUHBN
Central ,Eastbound,HOLBORN,CHANCERY LANE,0.4,0.87,1.0,1.0,940GZZLUHBN,940GZZLUCHL
Central ,Eastbound,CHANCERY LANE,ST PAULS,1.03,1.52,2.0,2.0,940GZZLUCHL,
Central ,Eastbound,ST PAULS,BANK,0.74,1.62,2.0,2.0,,940GZZLUBNK
Central ,Eastbound,BANK,LIVERPOOL STREET,0.74,1.62,2.25,2.25,940GZZLUBNK,940GZZLULVT
Central ,Eastbound,LIVERPOOL STREET,BETHNAL GREEN,2.27,2.6,2.75,2.75,940GZZLULVT,940GZZLUBLG
Central ,Eastbound,BETHNAL GREEN,MILE END,1.64,1.98,2.25,2.25,940GZZLUBLG,940GZZLUMED
Central ,Eastbound,MILE END,STRATFORD,2.83,3.18,3.42,3.25,940GZZLUMED,940GZZLUSTD
Central ,Eastbound,STRATFORD,LEYTON,2.09,2.4,2.75,2.75,940GZZLUSTD,940GZZLULYN
Central ,Eastbound,LEYTON,LEYTONSTONE,1.62,2.02,2.81,2.76,940GZZLULYN,940GZZLULYS
Central ,Eastbound,LEYTONSTONE,WANSTEAD,1.72,2.15,2.25,2.25,940GZZLULYS,940GZZLUWSD
Central ,Eastbound,WANSTEAD,REDBRIDGE,1.22,1.62,2.0,2.0,940GZZLUWSD,940GZZLURBG
Central ,Eastbound,REDBRIDGE,GANTS HILL,1.27,1.65,1.75,1.75,940GZZLURBG,940GZZLUGTH
Central ,Eastbound,GANTS HILL,NEWBURY PARK,2.36,2.68,3.06,2.98,940GZZLUGTH,940GZZLUNBP
Central ,Eastbound,NEWBURY PARK,BARKINGSIDE,1.11,1.55,1.75,1.75,940GZZLUNBP,940GZZLUBKE
Central ,Eastbound,BARKINGSIDE,FAIRLOP,1.22,1.57,1.84,1.79,940GZZLUBKE,940GZZLUFLP
Central ,Eastbound,FAIRLOP,HAINAULT,0.75,2.93,3.89,4.12,940GZZLUFLP,940GZZLUHLT
Central ,Eastbound,LEYTONSTONE,SNARESBROOK,1.57,1.8,2.25,2.25,940GZZLULYS,940GZZLUSNB
Central ,Eastbound,SNARESBROOK,SOUTH WOODFORD,1.29,1.62,1.75,1.75,940GZZLUSNB,940GZZLUSWF
Central ,Eastbound,SOUTH WOODFORD,WOODFORD,1.8,1.9,2.34,2.26,940GZZLUSWF,940GZZLUWOF
Central ,Inner,RODING VALLEY,WOODFORD,1.33,2.03,2.78,2.22,940GZZLURVY,940GZZLUWOF
Central ,Inner,CHIGWELL,RODING VALLEY,2.28,2.45,2.77,2.5,940GZZLUCWL,940GZZLURVY
Central ,Inner,GRANGE HILL,CHIGWELL,1.32,1.63,2.0,2.0,940GZZLUGGH,940GZZLUCWL
Central ,Inner,HAINAULT,GRANGE HILL,1.12,1.73,1.89,1.79,940GZZLUHLT,940GZZLUGGH
Central ,Eastbound,WOODFORD,BUCKHURST HILL,2.31,2.28,2.5,2.5,940GZZLUWOF,940GZZLUBKH
Central ,Eastbound,BUCKHURST HILL,LOUGHTON,1.83,2.35,2.7,2.53,940GZZLUBKH,940GZZLULGN
Central ,Eastbound,LOUGHTON,DEBDEN,2.02,2.13,2.22,2.25,940GZZLULGN,940GZZLUDBN
Central ,Eastbound,DEBDEN,THEYDON BOIS,3.34,3.0,3.0,3.0,940GZZLUDBN,940GZZLUTHB
Central ,Eastbound,THEYDON BOIS,EPPING,2.54,2.6,2.76,2.75,940GZZLUTHB,940GZZLUEPG
Central ,Westbound,EPPING,THEYDON BOIS,2.54,2.37,2.5,2.5,940GZZLUEPG,940GZZLUTHB
Central ,Westbound,THEYDON BOIS,DEBDEN,3.34,2.88,3.43,3.25,940GZZLUTHB,940GZZLUDBN
Central ,Westbound,DEBDEN,LOUGHTON,2.02,2.67,2.97,3.4,940GZZLUDBN,940GZZLULGN
Central ,Westbound,LOUGHTON,BUCKHURST HILL,1.83,2.07,2.53,2.5,940GZZLULGN,940GZZLUBKH
Central ,Westbound,BUCKHURST HILL,WOODFORD,2.31,2.32,2.53,2.53,940GZZLUBKH,940GZZLUWOF
Central ,Outer,GRANGE HILL,HAINAULT,1.12,1.7,5.28,4.32,940GZZLUGGH,940GZZLUHLT
Central ,Outer,CHIGWELL,GRANGE HILL,1.32,1.73,2.61,2.11,940GZZLUCWL,940GZZLUGGH
Central ,Outer,RODING VALLEY,CHIGWELL,2.28,2.13,2.25,2.25,940GZZLURVY,940GZZLUCWL
Central ,Outer,WOODFORD,RODING VALLEY,1.33,2.18,2.53,2.5,940GZZLUWOF,940GZZLURVY
Central ,Westbound,WOODFORD,SOUTH WOODFORD,1.8,1.95,2.25,2.25,940GZZLUWOF,940GZZLUSWF
Central ,Westbound,SOUTH WOODFORD,SNARESBROOK,1.29,1.6,1.75,1.75,940GZZLUSWF,940GZZLUSNB
Central ,Westbound,SNARESBROOK,LEYTONSTONE,1.57,2.05,3.46,3.33,940GZZLUSNB,940GZZLULYS
Central ,Westbound,HAINAULT,FAIRLOP,0.75,1.82,2.0,2.0,940GZZLUHLT,940GZZLUFLP
Central ,Westbound,FAIRLOP,BARKINGSIDE,1.22,1.57,1.75,1.75,940GZZLUFLP,940GZZLUBKE
Central ,Westbound,BARKINGSIDE,NEWBURY PARK,1.11,1.58,2.25,2.35,940GZZLUBKE,940GZZLUNBP
Central ,Westbound,NEWBURY PARK,GANTS HILL,2.36,2.73,3.0,3.0,940GZZLUNBP,940GZZLUGTH
Central ,Westbound,GANTS HILL,REDBRIDGE,1.27,1.7,2.0,2.0,940GZZLUGTH,940GZZLURBG
Central ,Westbound,REDBRIDGE,WANSTEAD,1.22,1.58,1.75,1.75,940GZZLURBG,940GZZLUWSD
Central ,Westbound,WANSTEAD,LEYTONSTONE,1.72,2.17,3.05,3.64,940GZZLUWSD,940GZZLULYS
Central ,Westbound,LEYTONSTONE,LEYTON,1.62,2.02,2.25,2.25,940GZZLULYS,940GZZLULYN
Central ,Westbound,LEYTON,STRATFORD,2.09,2.43,2.96,2.75,940GZZLULYN,940GZZLUSTD
Central ,Westbound,STRATFORD,MILE END,2.83,3.03,3.0,3.0,940GZZLUSTD,940GZZLUMED
Central ,Westbound,MILE END,BETHNAL GREEN,1.64,1.97,2.47,2.25,940GZZLUMED,940GZZLUBLG
Central ,Westbound,BETHNAL GREEN,LIVERPOOL STREET,2.27,2.77,3.48,3.25,940GZZLUBLG,940GZZLULVT
Central ,Westbound,LIVERPOOL STREET,BANK,0.74,1.65,2.0,2.0,940GZZLULVT,940GZZLUBNK
Central ,Westbound,BANK,ST PAULS,0.74,1.63,2.0,2.0,940GZZLUBNK,
Central ,Westbound,ST PAULS,CHANCERY LANE,1.03,1.52,1.75,1.75,,940GZZLUCHL
Central ,Westbound,CHANCERY LANE,HOLBORN,0.4,0.85,1.46,1.25,940GZZLUCHL,940GZZLUHBN
Central ,Westbound,HOLBORN,TOTTENHAM COURT ROAD,0.88,1.38,1.75,1.75,940GZZLUHBN,940GZZLUTCR
Central ,Westbound,TOTTENHAM COURT ROAD,OXFORD CIRCUS,0.58,1.02,1.5,1.5,940GZZLUTCR,940GZZLUOXC
Central ,Westbound,OXFORD CIRCUS,BOND STREET,0.66,1.03,1.25,1.25,940GZZLUOXC,940GZZLUBND
Central ,Westbound,BOND STREET,MARBLE ARCH,0.55,1.02,1.66,1.5,940GZZLUBND,940GZZLUMBA
Central ,Westbound,MARBLE ARCH,LANCASTER GATE,1.2,1.62,2.0,2.0,940GZZLUMBA,940GZZLULGT
Central ,Westbound,LANCASTER GATE,QUEENSWAY,0.9,1.65,1.75,1.75,940GZZLULGT,940GZZLUQWY
Central ,Westbound,QUEENSWAY,NOTTING HILL GATE,0.69,1.18,1.5,1.5,940GZZLUQWY,940GZZLUNHG
Central ,Westbound,NOTTING HILL GATE,HOLLAND PARK,0.61,1.18,1.5,1.5,940GZZLUNHG,940GZZLUHPK
Central ,Westbound,HOLLAND PARK,SHEPHERDS BUSH,0.87,1.52,1.75,1.75,940GZZLUHPK,
Central ,Westbound,SHEPHERDS BUSH,WHITE CITY,1.16,2.77,3.74,3.97,,940GZZLUWCY
Central ,Westbound,WHITE CITY,EAST ACTON,2.06,2.67,3.0,3.0,940GZZLUWCY,940GZZLUEAN
Central ,Westbound,EAST ACTON,NORTH ACTON,1.11,1.57,2.12,2.54,940GZZLUEAN,940GZZLUNAN
Central ,Westbound,NORTH ACTON,WEST ACTON,1.77,2.52,2.85,2.76,940GZZLUNAN,940GZZLUWTA
Central ,Westbound,WEST ACTON,EALING BROADWAY,1.53,3.07,2.76,2.82,940GZZLUWTA,940GZZLUEBY
Central ,Westbound,NORTH ACTON,HANGER LANE,2.49,2.87,3.15,3.0,940GZZLUNAN,940GZZLUHGR
Central ,Westbound,HANGER LANE,PERIVALE,2.1,2.07,2.28,2.25,940GZZLUHGR,940GZZLUPVL
Central ,Westbound,PERIVALE,GREENFORD,1.69,2.0,2.27,2.25,940GZZLUPVL,940GZZLUGFD
Central ,Westbound,GREENFORD,NORTHOLT,1.78,2.15,2.37,2.28,940GZZLUGFD,940GZZLUNHT
Central ,Westbound,NORTHOLT,SOUTH RUISLIP,2.28,2.25,2.52,2.5,940GZZLUNHT,940GZZLUSRP
Central ,Westbound,SOUTH RUISLIP,RUISLIP GARDENS,0.86,1.37,2.09,1.54,940GZZLUSRP,940GZZLURSG
Central ,Westbound,RUISLIP GARDENS,WEST RUISLIP,2.04,2.68,2.86,2.75,940GZZLURSG,940GZZLUWRP
Victoria,Southbound,WALTHAMSTOW,BLACKHORSE ROAD,1.45,2.12,2.0,2.0,,940GZZLUBLR
Victoria,Southbound,BLACKHORSE ROAD,TOTTENHAM HALE,1.37,1.9,2.36,2.0,940GZZLUBLR,940GZZLUTMH
Victoria,Southbound,TOTTENHAM HALE,SEVEN SISTERS,1.05,2.0,2.77,3.28,940GZZLUTMH,940GZZLUSVS
Victoria,Southbound,SEVEN SISTERS,FINSBURY PARK,3.15,3.77,4.0,4.0,940GZZLUSVS,940GZZLUFPK
Victoria,Southbound,FINSBURY PARK,HIGHBURY,1.93,2.9,2.89,2.55,940GZZLUFPK,
Victoria,Southbound,HIGHBURY,KINGS CROSS,2.45,2.77,3.5,3.5,,
Victoria,Southbound,KINGS CROSS,EUSTON,0.74,1.32,1.92,1.5,,940GZZLUEUS
Victoria,Southbound,EUSTON,WARREN STREET,0.76,1.3,1.5,1.5,940GZZLUEUS,940GZZLUWRR
Victoria,Southbound,WARREN STREET,OXFORD CIRCUS,0.9,1.72,2.44,2.0,940GZZLUWRR,940GZZLUOXC
Victoria,Southbound,OXFORD CIRCUS,GREEN PARK,1.14,1.78,2.0,2.04,940GZZLUOXC,940GZZLUGPK
Victoria,Southbound,GREEN PARK,VICTORIA,1.09,1.88,2.5,2.54,940GZZLUGPK,940GZZLUVIC
Victoria,Southbound,VICTORIA,PIMLICO,1.19,1.83,2.0,2.0,940GZZLUVIC,940GZZLUPCO
Victoria,Southbound,PIMLICO,VAUXHALL,0.8,1.4,1.5,1.54,940GZZLUPCO,940GZZLUVXL
Victoria,Southbound,VAUXHALL,STOCKWELL,1.77,2.3,2.94,2.52,940GZZLUVXL,940GZZLUSKW
Victoria,Southbound,STOCKWELL,BRIXTON,1.46,2.03,2.5,2.5,940GZZLUSKW,940GZZLUBXN
Victoria,Northbound,BRIXTON,STOCKWELL,1.46,2.18,2.45,2.0,940GZZLUBXN,940GZZLUSKW
Victoria,Northbound,STOCKWELL,VAUXHALL,1.77,2.23,2.5,2.5,940GZZLUSKW,940GZZLUVXL
Victoria,Northbound,VAUXHALL,PIMLICO,0.8,1.37,1.5,1.5,940GZZLUVXL,940GZZLUPCO
Victoria,Northbound,PIMLICO,VICTORIA,1.19,2.18,2.97,2.51,940GZZLUPCO,940GZZLUVIC
Victoria,Northbound,VICTORIA,GREEN PARK,1.09,1.95,2.0,2.0,940GZZLUVIC,940GZZLUGPK
Victoria,Northbound,GREEN PARK,OXFORD CIRCUS,1.14,1.97,2.47,2.02,940GZZLUGPK,940GZZLUOXC
Victoria,Northbound,OXFORD CIRCUS,WARREN STREET,0.9,1.53,2.48,2.04,940GZZLUOXC,940GZZLUWRR
Victoria,Northbound,WARREN STREET,EUSTON,0.76,1.32,1.5,1.5,940GZZLUWRR,940GZZLUEUS
Victoria,Northbound,EUSTON,KINGS CROSS,0.74,1.35,2.0,2.0,940GZZLUEUS,
Victoria,Northbound,KINGS CROSS,HIGHBURY,2.45,2.87,3.0,3.0,,
Victoria,Northbound,HIGHBURY,FINSBURY PARK,1.93,2.4,2.97,2.56,,940GZZLUFPK
Victoria,Northbound,FINSBURY PARK,SEVEN SISTERS,3.15,4.25,5.34,5.76,940GZZLUFPK,940GZZLUSVS
Victoria,Northbound,SEVEN SISTERS,TOTTENHAM HALE,1.05,1.6,1.5,1.5,940GZZLUSVS,940GZZLUTMH
Victoria,Northbound,TOTTENHAM HALE,BLACKHORSE ROAD,1.37,1.97,2.5,2.5,940GZZLUTMH,940GZZLUBLR
Victoria,Northbound,BLACKHORSE ROAD,WALTHAMSTOW,1.45,2.12,2.04,2.01,940GZZLUBLR,
Waterloo & City,Eastbound,WATERLOO,BANK,2.37,4.87,4.0,4.0,940GZZLUWLO,940GZZLUBNK
Waterloo & City,Westbound,BANK,WATERLOO,2.37,4.2,3.75,3.75,940GZZLUBNK,940GZZLUWLO
Jubilee ,Eastbound,STANMORE,CANONS PARK,1.27,1.95,2.0,2.0,940GZZLUSTM,940GZZLUCPK
Jubilee ,Eastbound,CANONS PARK,QUEENSBURY,1.71,1.93,2.5,2.5,940GZZLUCPK,940GZZLUQBY
Jubilee ,Eastbound,QUEENSBURY,KINGSBURY,1.33,1.72,2.0,2.0,940GZZLUQBY,940GZZLUKBY
Jubilee ,Eastbound,KINGSBURY,WEMBLEY PARK,2.85,3.47,4.73,4.56,940GZZLUKBY,940GZZLUWYP
Jubilee ,Eastbound,WEMBLEY PARK,NEASDEN,2.28,2.6,3.03,3.01,940GZZLUWYP,940GZZLUNDN
Jubilee ,Eastbound,NEASDEN,DOLLIS HILL,0.85,1.43,1.5,1.5,940GZZLUNDN,940GZZLUDOH
Jubilee ,Eastbound,DOLLIS HILL,WILLESDEN GREEN,1.21,1.8,2.11,2.14,940GZZLUDOH,940GZZLUWIG
Jubilee ,Eastbound,WILLESDEN GREEN,KILBURN,1.19,1.68,2.0,2.0,940GZZLUWIG,940GZZLUKBN
Jubilee ,Eastbound,KILBURN,WEST HAMPSTEAD,1.09,1.63,2.5,2.0,940GZZLUKBN,940GZZLUWHP
Jubilee ,Eastbound,WEST HAMPSTEAD,FINCHLEY ROAD,0.61,1.25,1.5,1.5,940GZZLUWHP,940GZZLUFYR
Jubilee ,Eastbound,FINCHLEY ROAD,SWISS COTTAGE,0.61,1.18,1.5,1.5,940GZZLUFYR,940GZZLUSWC
Jubilee ,Eastbound,SWISS COTTAGE,ST JOHNS WOOD,0.92,1.52,2.0,2.0,940GZZLUSWC,
Jubilee ,Eastbound,ST JOHNS WOOD,BAKER STREET,2.06,2.77,3.5,3.5,,940GZZLUBST
Jubilee ,Eastbound,BAKER STREET,BOND STREET,1.66,2.1,2.5,2.5,940GZZLUBST,940GZZLUBND
Jubilee ,Eastbound,BOND STREET,GREEN PARK,1.37,1.78,2.5,2.5,940GZZLUBND,940GZZLUGPK
Jubilee ,Eastbound,GREEN PARK,WESTMINSTER,1.34,1.87,2.5,2.5,940GZZLUGPK,940GZZLUWSM
Jubilee ,Eastbound,WESTMINSTER,WATERLOO,0.96,1.38,2.0,2.0,940GZZLUWSM,940GZZLUWLO
Jubilee ,Eastbound,WATERLOO,SOUTHWARK,0.44,1.02,1.0,1.0,940GZZLUWLO,940GZZLUSWK
Jubilee ,Eastbound,SOUTHWARK,LONDON BRIDGE,1.26,1.65,2.5,2.5,940GZZLUSWK,940GZZLULNB
Jubilee ,Eastbound,LONDON BRIDGE,BERMONDSEY,1.93,2.25,2.5,2.5,940GZZLULNB,940GZZLUBMY
Jubilee ,Eastbound,BERMONDSEY,CANADA WATER,1.06,1.48,2.0,2.0,940GZZLUBMY,940GZZLUCWR
